,id_funcionario,mes,pct_acum_mes_div_peso,pct_acum_acumulado_div_peso,pct_acum_fim_exer_div_peso,pct_ating_mes,pct_pts_mes,pct_acum_mes,pct_ating_acum,pct_pts_acumulado,pct_acum_acumulado,pct_ating_fim_exer,pct_pts_fim_exer,pct_acum_fim_exer
24443,1674.0,4.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
24626,6324.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
24651,3651.0,4.0,0.0,0.25,0.25,0.0,0.0,0.0,100.0,100.0,20.0,100.0,100.0,20.0
24939,317.0,4.0,1.0,1.0,1.0,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
25115,4561.0,4.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,90.0,80.0,16.0
25372,7286.0,4.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
25554,2281.0,4.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
25615,6408.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
25672,5912.0,4.0,0.15,0.15,0.15,100.0,100.0,15.0,100.0,100.0,15.0,100.0,100.0,15.0
25753,1801.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
25956,2492.0,4.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
26024,1551.0,4.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
26196,6477.0,4.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
26599,1053.0,4.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
26895,985.0,4.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
27049,4360.0,4.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
27109,7218.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
27245,2114.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
27362,1150.0,4.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
27762,6535.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
28127,7493.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
28173,403.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
28194,7623.0,4.0,0.23529411764705882,0.23529411764705882,0.23529411764705882,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
28454,95.0,4.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
28474,863.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
28533,1304.0,4.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
28609,703.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
28815,1566.0,4.0,0.15,0.15,0.15,80.0,60.0,12.0,80.0,60.0,12.0,80.0,60.0,12.0
29203,6000.0,4.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
29255,4862.0,4.0,0.23529411764705882,0.23529411764705882,0.23529411764705882,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
29276,3425.0,4.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
29434,3593.0,4.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
29679,7302.0,4.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
29742,2878.0,4.0,0.25,0.0,0.25,100.0,100.0,20.0,0.0,0.0,0.0,100.0,100.0,20.0
29743,2878.0,4.0,0.25,0.0,0.25,100.0,100.0,20.0,0.0,0.0,0.0,100.0,100.0,20.0
29760,411.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
30110,1030.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
30123,2011.0,4.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
30197,718.0,4.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
30231,1037.0,4.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
30267,273.0,4.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
30322,335.0,4.0,0.12,0.0,0.2,80.0,60.0,12.0,0.0,0.0,0.0,100.0,100.0,20.0
30352,5549.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
30551,4659.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
30740,2654.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
30863,748.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
30892,2440.0,4.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,80.0,60.0,12.0
31076,5331.0,4.0,0.15,0.15,0.1875,90.0,80.0,12.0,90.0,80.0,12.0,100.0,100.0,15.0
31155,7221.0,4.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
31229,6153.0,4.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
31362,2509.0,4.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
31575,5467.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
31760,5384.0,4.0,0.0,0.25,0.25,0.0,0.0,0.0,100.0,100.0,20.0,100.0,100.0,20.0
32035,6113.0,4.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
32164,2872.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
32241,173.0,4.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
32347,2106.0,4.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
32412,2081.0,4.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
32698,5532.0,4.0,0.15,0.15,0.25,80.0,60.0,12.0,80.0,60.0,12.0,100.0,100.0,20.0
32752,6405.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
32854,6491.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
32919,6610.0,4.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
32922,1690.0,4.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
32925,4662.0,4.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
33168,7464.0,4.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
33218,683.0,4.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
33428,6622.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
33679,1995.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33719,4011.0,4.0,0.4444444444444444,0.4444444444444444,0.4444444444444444,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
33800,2145.0,4.0,0.25,0.25,0.25,100.0,100.0,15.0,100.0,100.0,15.0,100.0,100.0,15.0
33877,3117.0,4.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,90.0,80.0,16.0
33999,5664.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
34013,405.0,4.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
34240,5077.0,4.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
34275,3508.0,4.0,0.15,0.15,0.15,100.0,100.0,15.0,100.0,100.0,15.0,100.0,100.0,15.0
34362,6673.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
34623,2683.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
34699,2074.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
34923,4568.0,4.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,15.0
35011,6786.0,4.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,90.0,80.0,16.0
35024,3358.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
35261,2596.0,4.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
35348,4988.0,4.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
35415,7162.0,4.0,0.5,0.0,0.5,100.0,100.0,20.0,0.0,0.0,0.0,100.0,100.0,20.0
35660,2909.0,4.0,0.1875,0.1875,0.1875,100.0,100.0,15.0,100.0,100.0,15.0,100.0,100.0,15.0
35673,1965.0,4.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
35691,7535.0,4.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
35703,6428.0,4.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
35766,4470.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
35875,6154.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
35914,1425.0,4.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
35978,7193.0,4.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
36023,4346.0,4.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
36139,7489.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
36179,1709.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
36264,1196.0,4.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
36521,2792.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
36561,5609.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
36588,7498.0,4.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,90.0,80.0,16.0
36665,7304.0,4.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,15.0
36697,2881.0,4.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
36708,3605.0,4.0,0.2,0.2,0.16,100.0,100.0,20.0,100.0,100.0,20.0,90.0,80.0,16.0
36920,5855.0,4.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
36972,2426.0,4.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
37140,3497.0,4.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
37275,259.0,4.0,0.15,0.15,0.25,80.0,60.0,12.0,80.0,60.0,12.0,100.0,100.0,20.0
37276,259.0,4.0,0.15,0.15,0.25,80.0,60.0,12.0,80.0,60.0,12.0,100.0,100.0,20.0
37456,848.0,4.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
37680,7484.0,4.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
37768,6407.0,4.0,0.23529411764705882,0.23529411764705882,0.23529411764705882,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
37846,6873.0,4.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
37905,142.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
37912,5989.0,4.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
38181,927.0,4.0,0.25,0.25,0.25,100.0,100.0,15.0,100.0,100.0,15.0,100.0,100.0,15.0
38227,426.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
38500,4137.0,4.0,1.0,1.0,1.0,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
38552,5186.0,4.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
38596,2835.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
39173,3550.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
39204,6855.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39223,1188.0,4.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
39339,3800.0,4.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
39355,159.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
39401,2989.0,4.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
39530,1162.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
39538,6133.0,4.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
39610,3614.0,4.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
39633,3328.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
39783,120.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
39920,493.0,4.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
40038,3313.0,4.0,0.23529411764705882,0.23529411764705882,0.23529411764705882,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
40123,4650.0,4.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
40165,2807.0,4.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
40224,1768.0,4.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
40345,4515.0,4.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
40494,1952.0,4.0,0.2,0.2,0.12,100.0,100.0,20.0,100.0,100.0,20.0,80.0,60.0,12.0
40589,3213.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
40619,13.0,4.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
40850,5661.0,4.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
40901,2796.0,4.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
41061,3662.0,4.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
41209,4945.0,4.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
41279,6196.0,4.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
41325,2850.0,4.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
41398,4563.0,4.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
41434,6238.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
41574,6009.0,4.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,15.0
41660,3205.0,4.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
41879,4529.0,4.0,0.15,0.15,0.15,100.0,100.0,15.0,100.0,100.0,15.0,100.0,100.0,15.0
42023,5110.0,4.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
42249,5097.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
42254,419.0,4.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
42290,1161.0,4.0,0.12,0.12,0.2,80.0,60.0,12.0,80.0,60.0,12.0,100.0,100.0,20.0
42333,4385.0,4.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
42345,1648.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
42412,5167.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
42481,2423.0,4.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,25.0
42507,5613.0,4.0,0.4,0.4,0.5,90.0,80.0,16.0,90.0,80.0,16.0,100.0,100.0,20.0
42508,5613.0,4.0,0.4,0.4,0.5,90.0,80.0,16.0,90.0,80.0,16.0,100.0,100.0,20.0
42513,5649.0,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
42613,3173.0,4.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
42677,5966.0,4.0,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
42725,5998.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
42744,4187.0,4.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
42772,3765.0,4.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
42793,4448.0,4.0,0.23529411764705882,0.23529411764705882,0.23529411764705882,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
42856,1191.0,4.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
42938,4292.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
43035,2884.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
43045,874.0,4.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
43100,5147.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
43130,870.0,4.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
43165,378.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
43201,4549.0,4.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
43231,929.0,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
43240,6011.0,4.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,90.0,80.0,16.0
43289,7225.0,4.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
43357,4440.0,4.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
43393,4200.0,4.0,0.23529411764705882,0.23529411764705882,0.23529411764705882,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
43423,5203.0,4.0,0.18461538461538463,0.18461538461538463,0.3076923076923077,80.0,60.0,12.0,80.0,60.0,12.0,100.0,100.0,20.0
43454,219.0,4.0,0.0,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0,100.0,100.0,20.0,100.0,100.0,20.0
43501,333.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
43525,6434.0,4.0,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
43548,5030.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
43691,5015.0,4.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
43962,4495.0,4.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
43982,2475.0,4.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
44140,4466.0,4.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
44206,204.0,4.0,0.3076923076923077,0.3076923076923077,0.3076923076923077,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
44220,2883.0,4.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
44271,7409.0,4.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
44291,1309.0,4.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
44336,1593.0,4.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
44548,1805.0,5.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
44570,824.0,5.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
44989,6827.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
45223,750.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
45538,1513.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
45599,627.0,5.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
45629,2130.0,5.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
45747,1502.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
45822,6829.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
46418,719.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
46581,5434.0,5.0,1.0,1.0,1.0,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
46621,6992.0,5.0,0.3,0.3,0.5,80.0,60.0,12.0,80.0,60.0,12.0,100.0,100.0,20.0
47504,7311.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
47523,1509.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
47576,4812.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
47711,2673.0,5.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
47896,1674.0,5.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
48079,6324.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
48109,3651.0,5.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
48397,317.0,5.0,1.0,1.0,1.0,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
48583,4561.0,5.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,90.0,80.0,16.0
48830,7286.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
49002,2281.0,5.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
49053,6408.0,5.0,0.2,0.2,0.2,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
49105,5912.0,5.0,0.15,0.15,0.15,100.0,100.0,15.0,100.0,100.0,15.0,100.0,100.0,15.0
49156,1801.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
49347,2492.0,5.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
49419,1551.0,5.0,0.5,0.5,0.5,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
49596,6477.0,5.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
49999,1053.0,5.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
50280,985.0,5.0,0.25,0.25,0.25,100.0,100.0,20.0,100.0,100.0,20.0,100.0,100.0,20.0
50449,4360.0,5.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0
